course,type/info,day+time,location,enrollment,Instructor
HIST&nbsp; 105 - 007&nbsp;&nbsp; Post-Confederation Canada: A History of the Present,Queen's University | 2022 Winter | Seminar,Fr 10:00 - 11:30,JEFFERY RM115,24,"Smith,Rebecca Joan Helen"

MUSC&nbsp; 105 - 001&nbsp;&nbsp; Foundations in Tonal Music,Queen's University | 2022 Winter | Lecture,Tu 18:30 - 21:30,CONVOCATION HALL,40,"Burry,Dean"

GEOL&nbsp; 106 - 001&nbsp;&nbsp; Environmental Geology and Natural Hazards,Queen's University | 2022 Winter | Lecture,Tu 14:30 - 17:30,DUNNING AUD,396,"Pufahl,Christa"

HIST&nbsp; 109 - 001&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 12:30,BIOSCI RM1102,263,"Gruskin,Rebecca"

HIST&nbsp; 109 - 002&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,We 14:30 - 15:30,ONTARIO RM207,24,"Castillo,Gabriela"

HIST&nbsp; 109 - 003&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,We 15:30 - 16:30,ONTARIO RM207,24,"Castillo,Gabriela"

HIST&nbsp; 109 - 004&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,Th 08:30 - 09:30,JEFFERY RM115,21,"Yue,Bingru"

HIST&nbsp; 109 - 005&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,Th 09:30 - 10:30,JEFFERY RM115,25,"Arac,Katelyn"

HIST&nbsp; 109 - 006&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,Fr 09:30 - 10:30,JEFFERY RM422,24,"Rayls,Peter Michael"

HIST&nbsp; 109 - 007&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,Fr 10:30 - 11:30,JEFFERY RM422,24,"Rayls,Peter Michael"

HIST&nbsp; 109 - 008&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,We 15:30 - 16:30,BOTTER RM B148,26,"Olinski,Timothy Michael"

HIST&nbsp; 109 - 009&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,Th 09:30 - 10:30,BOTTER RM B148,24,"Yue,Bingru"

HIST&nbsp; 109 - 010&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,We 15:30 - 16:30,JEFFERY RM422,24,"Kartal,Abdulkerim"

HIST&nbsp; 109 - 012&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,Th 14:30 - 15:30,KINGSTON RM205,23,"Olinski,Timothy Michael"

HIST&nbsp; 109 - 013&nbsp;&nbsp; War and Revolution in the Modern World,Queen's University | 2022 Winter | Seminar,Fr 08:30 - 09:30,ONTARIO RM206,24,"Kartal,Abdulkerim"

EMPR&nbsp; 110 - 001&nbsp;&nbsp; Workplace Communication and Interpersonal Skills,Queen's University | 2022 Winter | Lecture,Mo 16:30 - 17:30,STIRLING AUD,192,"Evans,Cormac"

HIST&nbsp; 110 - 001&nbsp;&nbsp; Europe from Antiquity to the Scientific Revolution,Queen's University | 2022 Winter | Lecture,Tu 16:30 - 17:30,WALTER LIGHT RM205,164,"Collins,Jeffrey"

HIST&nbsp; 110 - 002&nbsp;&nbsp; Europe from Antiquity to the Scientific Revolution,Queen's University | 2022 Winter | Seminar,Th 14:30 - 15:30,JEFFERY RM102,24,"Gebhardt,Paul"

HIST&nbsp; 110 - 003&nbsp;&nbsp; Europe from Antiquity to the Scientific Revolution,Queen's University | 2022 Winter | Seminar,Th 13:30 - 14:30,JEFFERY RM102,23,"Gebhardt,Paul"

HIST&nbsp; 110 - 005&nbsp;&nbsp; Europe from Antiquity to the Scientific Revolution,Queen's University | 2022 Winter | Seminar,Th 13:30 - 14:30,KINES &amp; HLTH RM106,24,"Henry-Noel,Darren Abayan"

HIST&nbsp; 110 - 006&nbsp;&nbsp; Europe from Antiquity to the Scientific Revolution,Queen's University | 2022 Winter | Seminar,We 10:30 - 11:30,KINES &amp; HLTH RM107,22,"Rosie,Katrina Taylor"

HIST&nbsp; 110 - 007&nbsp;&nbsp; Europe from Antiquity to the Scientific Revolution,Queen's University | 2022 Winter | Seminar,We 11:30 - 12:30,KINES &amp; HLTH RM107,23,"Rosie,Katrina Taylor"

HIST&nbsp; 110 - 008&nbsp;&nbsp; Europe from Antiquity to the Scientific Revolution,Queen's University | 2022 Winter | Seminar,We 13:30 - 14:30,KINES &amp; HLTH RM107,24,"Henry-Noel,Darren Abayan"

HIST&nbsp; 110 - 009&nbsp;&nbsp; Europe from Antiquity to the Scientific Revolution,Queen's University | 2022 Winter | Seminar,We 15:30 - 16:30,KINES &amp; HLTH RM107,24,"Bonar,Jamie Andrew"

APSC&nbsp; 111 - 900&nbsp;&nbsp; Physics I,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,STIRLING RM B,85,"Narayanan,Sowmya K"

APSC&nbsp; 111 - 901&nbsp;&nbsp; Physics I,Queen's University | 2022 Winter | Tutorial,Mo 17:30 - 18:30,STIRLING RM C,85,"Narayanan,Sowmya K"

BIOL&nbsp; 111 - 001&nbsp;&nbsp; Ecology and the Environment,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 13:00,TBA,147,"Orihel,Diane"

ITLN&nbsp; 111 - 001&nbsp;&nbsp; Beginning Italian I,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 13:00,KINGSTON RM108,35,"Cecchetto,Elena"

"MUTH&nbsp; 111 - 001&nbsp;&nbsp; Listening to Revolutions:&nbsp; History, Arts, and Performance ll",Queen's University | 2022 Winter | Lecture,We 13:00 - 14:30,Law Building RM1,81,"Pegley,Kip"

SPAN&nbsp; 111 - 001&nbsp;&nbsp; Beginning Spanish I,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,KINGSTON RM108,34,"Beitman Brener,Susana"

SPAN&nbsp; 111 - 002&nbsp;&nbsp; Beginning Spanish I,Queen's University | 2022 Winter | Lecture,Tu 10:00 - 11:30,KINGSTON RM204,33,"Beitman Brener,Susana"

SPAN&nbsp; 111 - 003&nbsp;&nbsp; Beginning Spanish I,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,KINGSTON RM204,36,"Noventa,Melissa Anne"

SPAN&nbsp; 111 - 004&nbsp;&nbsp; Beginning Spanish I,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:00,KINGSTON RM108,34,"Zepeda Trujillo,Francisco"

APSC&nbsp; 112 - 100&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 15:30,STIRLING AUD,215,"Narayanan,Sowmya K"

APSC&nbsp; 112 - 101&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,STIRLING AUD,221,"Narayanan,Sowmya K"

APSC&nbsp; 112 - 102&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,STIRLING AUD,205,"Morelli,Jordan E"

APSC&nbsp; 112 - 104&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Lecture,Tu 15:30 - 16:30,HUMPHREY AUD,172,"Weisgarber,Thomas"

APSC&nbsp; 112 - 105&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Lecture,Tu 15:30 - 16:30,HUMPHREY AUD,172,"Weisgarber,Thomas"

APSC&nbsp; 112 - 200&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Tu 13:30 - 14:30,STIRLING RM414,59,Staff

APSC&nbsp; 112 - 201&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Tu 10:30 - 11:30,MCLAUGHLIN RM306,53,Staff

APSC&nbsp; 112 - 202&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Tu 09:30 - 10:30,JEFFERY RM101,55,Staff

APSC&nbsp; 112 - 203&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Fr 12:30 - 13:30,STIRLING RM414,58,Staff

APSC&nbsp; 112 - 204&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Fr 10:30 - 11:30,GOODWIN RM254,56,Staff

APSC&nbsp; 112 - 205&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Mo 14:30 - 15:30,JEFFERY RM101,57,Staff

APSC&nbsp; 112 - 206&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Mo 12:30 - 13:30,STIRLING RM414,55,Staff

APSC&nbsp; 112 - 207&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,We 11:30 - 12:30,STIRLING RM414,50,Staff

APSC&nbsp; 112 - 208&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Mo 11:30 - 12:30,STIRLING RM414,55,Staff

APSC&nbsp; 112 - 209&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,CHERNOFF RM213,43,Staff

APSC&nbsp; 112 - 210&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,We 08:30 - 09:30,NICOL RM321,56,Staff

APSC&nbsp; 112 - 211&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,We 08:30 - 09:30,NICOL RM321,56,Staff

APSC&nbsp; 112 - 212&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,We 08:30 - 09:30,NICOL RM321,56,Staff

APSC&nbsp; 112 - 213&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,We 09:30 - 10:30,NICOL RM321,58,Staff

APSC&nbsp; 112 - 214&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,We 09:30 - 10:30,NICOL RM321,58,Staff

APSC&nbsp; 112 - 215&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,We 09:30 - 10:30,NICOL RM321,58,Staff

APSC&nbsp; 112 - 216&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Mo 16:30 - 17:30,NICOL RM321,50,Staff

APSC&nbsp; 112 - 217&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Mo 16:30 - 17:30,NICOL RM321,50,Staff

APSC&nbsp; 112 - 218&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Mo 16:30 - 17:30,NICOL RM321,50,Staff

APSC&nbsp; 112 - 219&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Th 13:30 - 14:30,CHERNOFF RM213,53,Staff

APSC&nbsp; 112 - 220&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Th 09:30 - 10:30,STIRLING RM414,55,Staff

APSC&nbsp; 112 - 900&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,STIRLING RM B,94,"Narayanan,Sowmya K"

APSC&nbsp; 112 - 901&nbsp;&nbsp; Physics II,Queen's University | 2022 Winter | Tutorial,Mo 17:30 - 18:30,STIRLING RM C,94,"Narayanan,Sowmya K"

COMM&nbsp; 112 - 001&nbsp;&nbsp; Introduction To Management Accounting,Queen's University | 2022 Winter | Lecture,Mo 18:30 - 21:30,GOODES RM153,84,"Schobel,Kurt"

COMM&nbsp; 112 - 002&nbsp;&nbsp; Introduction To Management Accounting,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,GOODES RM151,89,"Hou,Yu"

COMM&nbsp; 112 - 003&nbsp;&nbsp; Introduction To Management Accounting,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,GOODES RM153,89,"Hou,Yu"

COMM&nbsp; 112 - 004&nbsp;&nbsp; Introduction To Management Accounting,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 13:00,GOODES RM153,87,"Hou,Yu"

COMM&nbsp; 112 - 005&nbsp;&nbsp; Introduction To Management Accounting,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,WALTER LIGHT RM210,83,"Yang,Ling"

COMM&nbsp; 112 - 006&nbsp;&nbsp; Introduction To Management Accounting,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:00,WALTER LIGHT RM210,83,"Yang,Ling"

ECON&nbsp; 112 - 001&nbsp;&nbsp; Introductory Macroeconomics,Queen's University | 2022 Winter | Lecture,Mo 18:30 - 21:30,DUNNING AUD,349,"Berkok,Ugurhan"

ITLN&nbsp; 112 - 001&nbsp;&nbsp; Beginning Italian II,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,KINGSTON RM108,17,"Bachmann,Brigitte Eleonore"

MATH&nbsp; 112 - 001&nbsp;&nbsp; Introduction to Linear Algebra,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,STIRLING RM A,119,"Mousavand,Kaveh"

MATH&nbsp; 112 - 002&nbsp;&nbsp; Introduction to Linear Algebra,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,STIRLING RM B,54,"Singh,Somya"

SPAN&nbsp; 112 - 001&nbsp;&nbsp; Beginning Spanish II,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,KINGSTON RM204,34,"Kani,Consuelo"

SPAN&nbsp; 112 - 002&nbsp;&nbsp; Beginning Spanish II,Queen's University | 2022 Winter | Lecture,Tu 10:00 - 11:30,KINGSTON RM108,27,"Kani,Consuelo"

SPAN&nbsp; 112 - 003&nbsp;&nbsp; Beginning Spanish II,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,KINGSTON RM208,18,"Rotermundt-de la Parra,Joanne Louise"

SPAN&nbsp; 112 - 004&nbsp;&nbsp; Beginning Spanish II,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,TBA,36,"Palomares Salas,Claudio"

APSC&nbsp; 114 - 103&nbsp;&nbsp; Electricity and Magnetism,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,Law Building RM4,31,"Alam,Muhammad Zulfiker"

APSC&nbsp; 114 - 209&nbsp;&nbsp; Electricity and Magnetism,Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,Law Building RM4,31,"Alam,Muhammad Zulfiker"

MUSC&nbsp; 114 - 001&nbsp;&nbsp; Introduction to Teaching Music to Children,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,TBA,74,"Bruce,Cheryl Elizabeth"

MEDS&nbsp; 120 - 001&nbsp;&nbsp; SF: Mechanisms Of Disease,Queen's University | 2022 Winter | Lecture,TBA,TBA,109,Staff

CISC&nbsp; 121 - 001&nbsp;&nbsp; Introduction to Computing Science I,Queen's University | 2022 Winter | Lecture,Tu 09:30 - 10:30,ETHERINGTON AUD,226,"Dawes,Robin"

MEDS&nbsp; 121 - 001&nbsp;&nbsp; SF: Fundamentals of Therapeutics,Queen's University | 2022 Winter | Lecture,TBA,TBA,109,Staff

COMM&nbsp; 122 - 001&nbsp;&nbsp; Finance II,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,GOODES RM141,70,"Iyer,Vikram"

COMM&nbsp; 122 - 002&nbsp;&nbsp; Finance II,Queen's University | 2022 Winter | Lecture,We 16:00 - 17:30,GOODES RM118,61,"Bakhshai,Ahmad"

COMM&nbsp; 122 - 003&nbsp;&nbsp; Finance II,Queen's University | 2022 Winter | Lecture,Tu 14:30 - 16:00,GOODES RM153,60,"Iyer,Vikram"

COMM&nbsp; 122 - 004&nbsp;&nbsp; Finance II,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,GOODES RM151,87,"Husain,Anwar"

COMM&nbsp; 122 - 005&nbsp;&nbsp; Finance II,Queen's University | 2022 Winter | Lecture,Tu 16:00 - 17:30,GOODES RM141,89,"Husain,Anwar"

COMM&nbsp; 122 - 006&nbsp;&nbsp; Finance II,Queen's University | 2022 Winter | Lecture,We 11:30 - 14:30,GOODES RM151,86,"Husain,Anwar"

COMM&nbsp; 122 - 007&nbsp;&nbsp; Finance II,Queen's University | 2022 Winter | Lecture,We 14:30 - 17:30,GOODES RM153,88,"Husain,Anwar"

MEDS&nbsp; 122 - 001&nbsp;&nbsp; CF: Pediatrics and Genetics,Queen's University | 2022 Winter | Lecture,TBA,TBA,109,Staff

MEDS&nbsp; 123 - 001&nbsp;&nbsp; SF: Population Health,Queen's University | 2022 Winter | Lecture,TBA,TBA,109,Staff

CISC&nbsp; 124 - 001&nbsp;&nbsp; Introduction to Computing Science II,Queen's University | 2022 Winter | Lecture,Tu 09:30 - 10:30,HUMPHREY AUD,157,"Ma,Burton"

CISC&nbsp; 124 - 002&nbsp;&nbsp; Introduction to Computing Science II,Queen's University | 2022 Winter | Laboratory,Mo 10:30 - 12:30,JEFFERY RM155,54,"Ma,Burton"

CISC&nbsp; 124 - 003&nbsp;&nbsp; Introduction to Computing Science II,Queen's University | 2022 Winter | Laboratory,Tu 12:30 - 14:30,JEFFERY RM155,28,"Ma,Burton"

CISC&nbsp; 124 - 004&nbsp;&nbsp; Introduction to Computing Science II,Queen's University | 2022 Winter | Laboratory,Th 11:30 - 13:30,JEFFERY RM155,18,"Ma,Burton"

CISC&nbsp; 124 - 005&nbsp;&nbsp; Introduction to Computing Science II,Queen's University | 2022 Winter | Laboratory,Th 14:30 - 16:30,JEFFERY RM155,57,"Ma,Burton"

MATH&nbsp; 124 - 001&nbsp;&nbsp; Differential and Integral Calculus II,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,TBA,432,"Li,Ping,<br>
Cabral,Michael"

MATH&nbsp; 124 - 002&nbsp;&nbsp; Differential and Integral Calculus II,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,TBA,204,"Li,Ping,<br>
Cabral,Michael"

ARTF&nbsp; 125 - 001&nbsp;&nbsp; Introduction to Studio Art in Printmaking,Queen's University | 2022 Winter | Lecture,TBA,TBA,0,Staff

"GNDS&nbsp; 125 - 001&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Lecture,Th 09:30 - 11:30,BIOSCI 1101,420,"Baba,Habibe"

"GNDS&nbsp; 125 - 002&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 15:30 - 16:30,KINGSTON RM210,22,Staff

"GNDS&nbsp; 125 - 003&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 15:30 - 16:30,BOTTER RM B148,22,Staff

"GNDS&nbsp; 125 - 004&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 15:30 - 16:30,JOHN WATSON RM122,19,Staff

"GNDS&nbsp; 125 - 005&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 15:30 - 16:30,WALTER LIGHT RM212,19,Staff

"GNDS&nbsp; 125 - 006&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 15:30 - 16:30,KINES &amp; HLTH RM107,21,Staff

"GNDS&nbsp; 125 - 007&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 15:30 - 16:30,THEOLOGICAL RM209,19,Staff

"GNDS&nbsp; 125 - 008&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 15:30 - 16:30,MACINTOSH-CORRY RM A309,21,Staff

"GNDS&nbsp; 125 - 009&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 14:30 - 15:30,KINGSTON RM210,22,Staff

"GNDS&nbsp; 125 - 010&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 14:30 - 15:30,KINGSTON RM209,22,Staff

"GNDS&nbsp; 125 - 011&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 14:30 - 15:30,JOHN WATSON RM122,20,Staff

"GNDS&nbsp; 125 - 012&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 14:30 - 15:30,BOTTER RM B148,21,Staff

"GNDS&nbsp; 125 - 013&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 14:30 - 15:30,WALTER LIGHT RM212,21,Staff

"GNDS&nbsp; 125 - 014&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 14:30 - 15:30,KINGSTON RM308,22,Staff

"GNDS&nbsp; 125 - 015&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 14:30 - 15:30,MACINTOSH-CORRY RM A309,22,Staff

"GNDS&nbsp; 125 - 016&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,ONTARIO RM207,22,Staff

"GNDS&nbsp; 125 - 017&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,ELLIS RM218,21,Staff

"GNDS&nbsp; 125 - 018&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,JOHN WATSON RM122,22,Staff

"GNDS&nbsp; 125 - 019&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,KINGSTON RM209,22,Staff

"GNDS&nbsp; 125 - 020&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,JEFFERY RM115,20,Staff

"GNDS&nbsp; 125 - 021&nbsp;&nbsp; Gender, Race and Popular Culture",Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,KINGSTON RM308,20,Staff

KNPE&nbsp; 125 - 001&nbsp;&nbsp; Introduction to Human Physiology,Queen's University | 2022 Winter | Lecture,00:00 - 00:00,TBA,325,"McGarity-Shipley,Ellen,<br>
Drouin,Patrick Jonathan,<br>
Lew,Lindsay Anna"

MEDS&nbsp; 125 - 001&nbsp;&nbsp; CF: Blood And Coagulation,Queen's University | 2022 Winter | Lecture,TBA,TBA,109,Staff

"MEDS&nbsp; 126 - 001&nbsp;&nbsp; CF: Principles of Geriatrics, Oncology &amp; Palliative Care",Queen's University | 2022 Winter | Lecture,TBA,TBA,109,Staff

MEDS&nbsp; 127 - 001&nbsp;&nbsp; CF: Musculoskeletal,Queen's University | 2022 Winter | Lecture,TBA,TBA,109,Staff

ARTF&nbsp; 128 - 001&nbsp;&nbsp; Introductory Fine Art II,Queen's University | 2022 Winter | Lecture / Laboratory,MoTh 14:30 - 17:30,TBA,32,"Mihara Creagen,Sarah"

CLST&nbsp; 130 - 001&nbsp;&nbsp; Introduction to Archaeology l: Great Discoveries in Archaeology,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 09:30,DUPUIS RM215,96,"Zaccagnino,Cristiana"

APSC&nbsp; 131 - 900&nbsp;&nbsp; Chemistry And Materials,Queen's University | 2022 Winter | Lecture,Mo 16:30 - 17:30,STIRLING RM A,37,"Koupaie,Ehssan Hosseini"

APSC&nbsp; 131 - 901&nbsp;&nbsp; Chemistry And Materials,Queen's University | 2022 Winter | Tutorial,Mo 14:30 - 15:30,DUPUIS RM217,37,"Koupaie,Ehssan Hosseini"

APSC&nbsp; 132 - 100&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,DUNNING AUD,338,"Rasmussen,Garry Joseph"

APSC&nbsp; 132 - 101&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,ELLIS AUD,214,"Rasmussen,Garry Joseph"

APSC&nbsp; 132 - 102&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Lecture,Tu 15:30 - 16:30,CHERNOFF AUD,201,"Rasmussen,Garry Joseph"

APSC&nbsp; 132 - 103&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,DUNNING AUD,338,"Rasmussen,Garry Joseph"

APSC&nbsp; 132 - 104&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,DUNNING AUD,338,"Rasmussen,Garry Joseph"

APSC&nbsp; 132 - 200&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Tutorial,Tu 14:30 - 15:30,Law Building RM4,54,Staff

APSC&nbsp; 132 - 201&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Tutorial,Tu 14:30 - 15:30,JEFFERY RM225,52,Staff

APSC&nbsp; 132 - 202&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Tutorial,Tu 14:30 - 15:30,GOODWIN RM254,54,Staff

APSC&nbsp; 132 - 203&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Tutorial,Fr 11:30 - 12:30,CHERNOFF RM211,55,Staff

APSC&nbsp; 132 - 204&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Tutorial,Mo 14:30 - 15:30,NICOL RM321,54,Staff

APSC&nbsp; 132 - 205&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Tutorial,Fr 12:30 - 13:30,CHERNOFF RM211,53,Staff

APSC&nbsp; 132 - 206&nbsp;&nbsp; Chemistry and its Applications,Queen's University | 2022 Winter | Tutorial,Mo 11:30 - 12:30,CHERNOFF RM211,56,Staff
